permno,date,ret,prc,sprtrn,lag_LNMV,sic3,treated
10001,19mar2007,-.003492,2.07,-.009793,7.9389,382,0
10001,20mar2007,-.00752,2.05,.004522,7.9389,382,0
10001,21mar2007,-.004525,2.05,.009123,7.9389,382,0
10001,22mar2007,.002286,2.05,-.006361,7.9389,382,0
10001,23mar2007,.03259,2.12,.02439,7.9389,382,0
10001,26mar2007,-.037566,2.04,-.010101,7.9389,382,0
10001,27mar2007,-.010038,2.02,-.005723,7.9389,382,0
10001,28mar2007,-.009042,2,-.017053,7.9389,382,0
10001,29mar2007,.006257,2.01,.005978,7.9389,382,0
10001,30mar2007,-.031123,1.95,-.008433,7.9389,382,0
10001,02apr2007,-.01077,1.93,-.001029,7.9389,382,0
10001,03apr2007,-.006765,1.91,-.000344,7.9389,382,0
10001,04apr2007,-.006897,1.9,-.009446,7.9389,382,0
10001,05apr2007,.006987,1.91,.015933,7.9389,382,0
10001,09apr2007,-.021263,1.87,-.007546,7.9389,382,0
10001,10apr2007,-.01303,1.85,-.003381,7.9389,382,0
10001,11apr2007,.012083,1.87,.002199,7.9389,382,0
10001,12apr2007,-.029814,1.82,.001075,7.9389,382,0
10001,13apr2007,.014481,1.84,-.003352,7.9389,382,0
10001,16apr2007,-.001758,1.84,.010444,7.9389,382,0
10001,17apr2007,.007492,1.85,-.005681,7.9389,382,0
10001,18apr2007,-.016775,1.82,-.007331,7.9389,382,0
10001,19apr2007,.021683,1.86,.005633,7.9389,382,0
10001,20apr2007,.027428,1.91,.01651,7.9389,382,0
10001,23apr2007,.019072,1.95,.001997,7.9389,382,0
10001,24apr2007,.001955,1.95,-.003255,7.9389,382,0
10001,25apr2007,-.01173,1.93,-.018214,7.9389,382,0
10001,26apr2007,-.001051,1.93,-.003599,7.9389,382,0
10001,27apr2007,-.004256,1.92,-.013614,7.9389,382,0
10001,30apr2007,-.003955,1.91,.005203,7.9389,382,0
10001,01may2007,.00431,1.92,-.003529,7.9389,382,0
10001,02may2007,.011173,1.94,.007634,7.9389,382,0
10001,03may2007,.027067,1.99,.011778,7.9389,382,0
10001,04may2007,-2.00000000000e-06,1.99,.000763,7.9389,382,0
10001,07may2007,-.007763,1.98,-.02517,7.9389,382,0
10001,08may2007,-.017062,1.94,-.005008,7.9389,382,0
10001,09may2007,-.034455,1.88,-.028031,7.9389,382,0
10001,10may2007,-.009485,1.86,.001174,7.9389,382,0
10001,11may2007,.01134,1.88,.008829,7.9389,382,0
10001,14may2007,-.003432,1.87,-.010124,7.9389,382,0
10001,15may2007,-.033548,1.81,-.017203,7.9389,382,0
10001,16may2007,-.004674,1.8,.002673,7.9389,382,0
10001,17may2007,-.018217,1.77,.001369,7.9389,382,0
10001,18may2007,-.008988,1.75,-.011736,7.9389,382,0
10001,21may2007,-.011882,1.73,.00618,7.9389,382,0
10001,22may2007,.000817,1.73,-.00177,7.9389,382,0
10001,23may2007,-.015912,1.71,.001713,7.9389,382,0
10001,24may2007,.01095,1.73,-.00811,7.9389,382,0
10001,25may2007,.014727,1.75,.002993,7.9389,382,0
10001,29may2007,.016382,1.78,.008878,7.9389,382,0
10001,30may2007,-.000013,1.78,-.000777,7.9389,382,0
10001,31may2007,.014711,1.81,.003415,7.9389,382,0
10001,01jun2007,-.0261,1.76,-.018066,7.9389,382,0
10001,04jun2007,.002172,1.76,-.000104,7.9389,382,0
10001,05jun2007,.00975,1.78,-.003252,7.9389,382,0
10001,06jun2007,-.002907,1.77,.001234,7.9389,382,0
10001,07jun2007,-.004747,1.77,-.01308,7.9389,382,0
10001,08jun2007,-.012303,1.74,-.019952,7.9389,382,0
10001,11jun2007,-.003344,1.74,.003695,7.9389,382,0
10001,12jun2007,.003986,1.75,.004038,7.9389,382,0
10001,13jun2007,-.004544,1.74,.003959,7.9389,382,0
10001,14jun2007,-.01746,1.71,-.010123,7.9389,382,0
10001,15jun2007,-.007487,1.69,-.003604,7.9389,382,0
10001,18jun2007,-.007989,1.68,-.007243,7.9389,382,0
10001,19jun2007,-.017649,1.65,.001954,7.9389,382,0
10001,20jun2007,.02182,1.69,.01714,7.9389,382,0
10001,21jun2007,.004003,1.69,-.007967,7.9389,382,0
10001,22jun2007,.012715,1.72,.009805,7.9389,382,0
10001,25jun2007,-.031457,1.66,-.009066,7.9389,382,0
10001,26jun2007,-.005473,1.65,-.00626,7.9389,382,0
10001,27jun2007,.017381,1.68,.004286,7.9389,382,0
10001,28jun2007,-.005013,1.67,-.000751,7.9389,382,0
10001,29jun2007,.03482,1.73,.009526,7.9389,382,0
10001,02jul2007,.021775,1.77,.012559,7.9389,382,0
10001,03jul2007,-.006975,1.76,-.008747,7.9389,382,0
10001,05jul2007,-.019633,1.72,-.012296,7.9389,382,0
10001,06jul2007,.006252,1.73,.007229,7.9389,382,0
10001,09jul2007,-.006232,1.72,.015139,7.9389,382,0
10001,10jul2007,-.000053,1.72,-.001948,7.9389,382,0
10001,11jul2007,.006703,1.73,.009463,7.9389,382,0
10001,12jul2007,.022244,1.77,.011257,7.9389,382,0
10001,13jul2007,-.002238,1.77,.003929,7.9389,382,0
10001,16jul2007,-.000963,1.77,-.012313,7.9389,382,0
10001,17jul2007,-.004984,1.76,-.00758,7.9389,382,0
10001,18jul2007,-.015399,1.73,-.016088,7.9389,382,0
10001,19jul2007,.013538,1.75,.006869,7.9389,382,0
10001,20jul2007,-.02529,1.71,-.019753,7.9389,382,0
10001,23jul2007,-.010047,1.69,.001314,7.9389,382,0
10001,24jul2007,.018694,1.72,.018546,7.9389,382,0
10001,25jul2007,-.012335,1.7,-.000863,7.9389,382,0
10001,26jul2007,-.031212,1.65,-.027418,7.9389,382,0
10001,27jul2007,.004941,1.66,.021381,7.9389,382,0
10001,30jul2007,.00928,1.67,-.000392,7.9389,382,0
10001,31jul2007,-.011052,1.65,-.00531,7.9389,382,0
10001,01aug2007,-.003141,1.65,-.012821,7.9389,382,0
10001,02aug2007,-.017266,1.62,-.02259,7.9389,382,0
10001,03aug2007,-.014885,1.6,-.010431,7.9389,382,0
10001,06aug2007,.011846,1.62,.004242,7.9389,382,0
10001,07aug2007,-.022737,1.58,-.026639,7.9389,382,0
10001,08aug2007,.000278,1.58,.001105,7.9389,382,0
10001,09aug2007,.00798,1.59,.006092,7.9389,382,0
10001,10aug2007,.002892,1.6,.009624,7.9389,382,0
10001,13aug2007,-.000063,1.6,-.016481,7.9389,382,0
10001,14aug2007,-.017316,1.57,-.007656,7.9389,382,0
10001,15aug2007,.015237,1.59,.001151,7.9389,382,0
10001,16aug2007,.013318,1.61,-.001618,7.9389,382,0
10001,17aug2007,.017343,1.64,.004912,7.9389,382,0
10001,20aug2007,-.015367,1.62,-.006368,7.9389,382,0
10001,21aug2007,.01661,1.64,.011618,7.9389,382,0
10001,22aug2007,-.010152,1.63,-.022574,7.9389,382,0
10001,23aug2007,.047393,1.7,.019546,7.9389,382,0
10001,24aug2007,.00576,1.71,-.005178,7.9389,382,0
10001,27aug2007,.012129,1.73,.014567,7.9389,382,0
10001,28aug2007,-.003057,1.73,-.00136,7.9389,382,0
10001,29aug2007,-.002129,1.73,-.003403,7.9389,382,0
10001,30aug2007,-.008798,1.71,-.003961,7.9389,382,0
10001,31aug2007,.026437,1.76,.025671,7.9389,382,0
10001,04sep2007,-.021515,1.72,-.002186,7.9389,382,0
10001,05sep2007,.016276,1.75,-.00819,7.9389,382,0
10001,06sep2007,-.009934,1.73,-.001108,7.9389,382,0
10001,07sep2007,.003004,1.73,.000941,7.9389,382,0
10001,10sep2007,.018388,1.77,.013604,7.9389,382,0
10001,11sep2007,-.001468,1.76,.006066,7.9389,382,0
10001,12sep2007,-.011128,1.74,-.016239,7.9389,382,0
10001,13sep2007,-.032806,1.69,-.018416,7.9389,382,0
10001,14sep2007,.00021,1.69,.013484,7.9389,382,0
10001,17sep2007,.02139,1.72,.011167,7.9389,382,0
10001,18sep2007,-.005673,1.71,-.017424,7.9389,382,0
10001,19sep2007,.015313,1.74,-.002194,7.9389,382,0
10001,20sep2007,.007453,1.75,.03169,7.9389,382,0
10001,21sep2007,-.027845,1.7,.000865,7.9389,382,0
10001,24sep2007,-.006864,1.69,-.001562,7.9389,382,0
10001,25sep2007,-.028289,1.64,-.021938,7.9389,382,0
10001,26sep2007,-.019381,1.61,-.007539,7.9389,382,0
10001,27sep2007,.007447,1.62,.009568,7.9389,382,0
10001,28sep2007,.014166,1.65,-.003678,7.9389,382,0
10001,01oct2007,-.041791,1.58,-.025652,7.9389,382,0
10001,02oct2007,.0022,1.58,.002811,7.9389,382,0
10001,03oct2007,-.007306,1.57,.010308,7.9389,382,0
10001,04oct2007,.029738,1.62,.014779,7.9389,382,0
10001,05oct2007,-.009594,1.6,.006257,7.9389,382,0
10001,08oct2007,-.003819,1.6,.010098,7.9389,382,0
10001,09oct2007,-.004749,1.59,-.003805,7.9389,382,0
10001,10oct2007,.018325,1.62,.000064,7.9389,382,0
10001,11oct2007,.00621,1.63,.00387,7.9389,382,0
10001,12oct2007,-.022959,1.59,-.022093,7.9389,382,0
10001,15oct2007,.033752,1.64,.016659,7.9389,382,0
10001,16oct2007,.003377,1.65,.0062,7.9389,382,0
10001,17oct2007,-.001383,1.65,.001212,7.9389,382,0
10001,18oct2007,-.013247,1.62,-.003568,7.9389,382,0
10001,19oct2007,.021393,1.66,.002705,7.9389,382,0
10001,22oct2007,.034588,1.72,.027549,7.9389,382,0
10001,23oct2007,-.002599,1.71,.01201,7.9389,382,0
10001,24oct2007,.005357,1.72,.014757,7.9389,382,0
10001,25oct2007,-.018805,1.69,-.011205,7.9389,382,0
10001,26oct2007,-.014289,1.67,-.001527,7.9389,382,0
10001,29oct2007,-.002797,1.66,.010161,7.9389,382,0
10001,30oct2007,-.001524,1.66,.00057,7.9389,382,0
10001,31oct2007,-.001812,1.65,.001877,7.9389,382,0
10001,01nov2007,-.001082,1.65,-.003435,7.9389,382,0
10001,02nov2007,.018077,1.68,.011858,7.9389,382,0
10001,05nov2007,.028371,1.73,.029878,7.9389,382,0
10001,06nov2007,.001498,1.73,.012773,7.9389,382,0
10001,07nov2007,-.030006,1.68,-.011445,7.9389,382,0
10001,08nov2007,-.000424,1.68,.004887,7.9389,382,0
10001,09nov2007,.010438,1.7,-.00238,7.9389,382,0
10001,12nov2007,.022279,1.74,.001092,7.9389,382,0
10001,13nov2007,.006963,1.75,.006768,7.9389,382,0
10001,14nov2007,.0154,1.77,.013362,7.9389,382,0
10001,15nov2007,-.019924,1.74,-.004471,7.9389,382,0
10001,16nov2007,.002844,1.74,-.009828,7.9389,382,0
10001,19nov2007,-.01528,1.72,-.013352,7.9389,382,0
10001,20nov2007,-.006055,1.71,-.00368,7.9389,382,0
10001,21nov2007,-.002036,1.7,.007059,7.9389,382,0
10001,23nov2007,-.003454,1.7,-.00898,7.9389,382,0
10001,26nov2007,-.020617,1.66,-.009127,7.9389,382,0
10001,27nov2007,-.00095,1.66,-.006687,7.9389,382,0
10001,28nov2007,.000032,1.66,-.011331,7.9389,382,0
10001,29nov2007,.007042,1.67,.000584,7.9389,382,0
10001,30nov2007,-.009091,1.66,-.005197,7.9389,382,0
10001,03dec2007,.002701,1.66,-.010219,7.9389,382,0
10001,04dec2007,.014224,1.69,.010549,7.9389,382,0
10001,05dec2007,-.01247,1.67,-.022374,7.9389,382,0
10001,06dec2007,-.006418,1.65,-.002145,7.9389,382,0
10001,07dec2007,.002685,1.66,.000316,7.9389,382,0
10001,10dec2007,.023921,1.7,.000529,7.9389,382,0
10001,11dec2007,-.00685,1.69,-.012666,7.9389,382,0
10001,12dec2007,.025383,1.73,.020601,7.9389,382,0
10001,13dec2007,.018692,1.76,.014272,7.9389,382,0
10001,14dec2007,.039611,1.83,.019972,7.9389,382,0
10001,17dec2007,-.006343,1.82,.002632,7.9389,382,0
10001,18dec2007,.019971,1.86,.002618,7.9389,382,0
10001,19dec2007,-.020307,1.82,.000654,7.9389,382,0
10001,20dec2007,.002926,1.82,.006872,7.9389,382,0
10001,21dec2007,.0073,1.84,-.005463,7.9389,382,0
10001,24dec2007,.022433,1.88,-.008596,7.9389,382,0
10001,26dec2007,.003894,1.89,-.010995,7.9389,382,0
10001,27dec2007,-.00756,1.87,-.00505,7.9389,382,0
10001,28dec2007,-.008845,1.86,-.00868,7.9389,382,0
10001,31dec2007,.005403,1.87,-.00286,7.9389,382,0
10001,02jan2008,.004004,1.87,.00755,7.9389,382,0
10001,03jan2008,.004744,1.88,-.011423,7.9389,382,0
10001,04jan2008,.007275,1.9,.010485,7.9389,382,0
10001,07jan2008,-.039312,1.82,-.021797,7.9389,382,0
10001,08jan2008,-.003574,1.81,-.016453,7.9389,382,0
10001,09jan2008,-.011362,1.79,.019166,7.9389,382,0
10001,10jan2008,-.007152,1.78,.004139,7.9389,382,0
10001,11jan2008,-.006774,1.77,-.003797,7.9389,382,0
10001,14jan2008,.002815,1.77,.003875,7.9389,382,0
10001,15jan2008,-.022252,1.73,-.005544,7.9389,382,0
10001,16jan2008,-.012844,1.71,-.006644,7.9389,382,0
10001,17jan2008,.019422,1.75,.00734,7.9389,382,0
10001,18jan2008,.003989,1.75,.015321,7.9389,382,0
10001,22jan2008,.012732,1.77,-.003308,7.9389,382,0
10001,23jan2008,.039571,1.84,.007065,7.9389,382,0
10001,24jan2008,-.007469,1.83,-.010286,7.9389,382,0
10001,25jan2008,-.002274,1.83,-.001311,7.9389,382,0
10001,28jan2008,.008446,1.84,.004116,7.9389,382,0
10001,29jan2008,-.011111,1.82,-.003032,7.9389,382,0
10001,30jan2008,.004177,1.83,-.003609,7.9389,382,0
10001,31jan2008,.039572,1.9,.012012,7.9389,382,0
10001,01feb2008,-.015411,1.87,-.005029,7.9389,382,0
10001,04feb2008,-.023732,1.83,-.009132,7.9389,382,0
10001,05feb2008,-.000671,1.83,.012146,7.9389,382,0
10001,06feb2008,-.019285,1.79,-.008696,7.9389,382,0
10001,07feb2008,.000037,1.79,-.003751,7.9389,382,0
10001,08feb2008,.002575,1.8,.015352,7.9389,382,0
10001,11feb2008,-.002169,1.79,-.017428,7.9389,382,0
10001,12feb2008,.01065,1.81,.007623,7.9389,382,0
10001,13feb2008,-.013665,1.79,-.026348,7.9389,382,0
10001,14feb2008,-.026441,1.74,-.002418,7.9389,382,0
10001,15feb2008,-.01601,1.71,-.00944,7.9389,382,0
10001,19feb2008,.025293,1.75,.019368,7.9389,382,0
10001,20feb2008,.022796,1.79,.003606,7.9389,382,0
10001,21feb2008,-.002164,1.79,.00068,7.9389,382,0
10001,22feb2008,-.000214,1.79,.000455,7.9389,382,0
10001,25feb2008,.012519,1.81,.007093,7.9389,382,0
10001,26feb2008,-.01893,1.78,-.01669,7.9389,382,0
10001,27feb2008,-.002442,1.77,-.001427,7.9389,382,0
10001,28feb2008,-.024848,1.73,-.01862,7.9389,382,0
10001,29feb2008,-.02032,1.7,-.018364,7.9389,382,0
10001,03mar2008,.010567,1.71,-.005443,7.9389,382,0
10001,04mar2008,.004721,1.72,-.015673,7.9389,382,0
10001,05mar2008,.002506,1.73,.011805,7.9389,382,0
10001,06mar2008,-.024693,1.68,-.01242,7.9389,382,0
10001,07mar2008,-.008499,1.67,-.006599,7.9389,382,0
10001,10mar2008,.020309,1.7,-.002968,7.9389,382,0
10001,11mar2008,-.025528,1.66,-.001536,7.9389,382,0
10001,12mar2008,-.022523,1.62,-.003286,7.9389,382,0
10001,13mar2008,.000459,1.62,.012731,7.9389,382,0
10001,14mar2008,.004402,1.63,.013872,7.9389,382,0
10001,17mar2008,.025556,1.67,.005612,7.9389,382,0
10001,18mar2008,-.020063,1.64,-.015494,7.9389,382,0
10001,19mar2008,.010567,1.65,-.002305,7.9389,382,0
10001,20mar2008,.009629,1.67,-.020917,7.9389,382,0
10001,24mar2008,.024834,1.71,.013945,7.9389,382,0
10001,25mar2008,.004021,1.72,-.006263,7.9389,382,0
10001,26mar2008,.024528,1.76,.001411,7.9389,382,0
10001,27mar2008,.0058,1.77,.012766,7.9389,382,0
10001,28mar2008,-.011068,1.75,-.012178,7.9389,382,0
10001,31mar2008,-.001204,1.75,-.003951,7.9389,382,0
10001,01apr2008,-.001592,1.75,-.010855,7.9389,382,0
10001,02apr2008,.01933,1.78,.003514,7.9389,382,0
10001,03apr2008,-.023002,1.74,.020147,7.9389,382,0
10001,04apr2008,-.005087,1.73,.000875,7.9389,382,0
10001,07apr2008,-.006905,1.72,-.002192,7.9389,382,0
10001,08apr2008,-.001059,1.72,-.013703,7.9389,382,0
10001,09apr2008,.001807,1.72,.001022,7.9389,382,0
10001,10apr2008,.005933,1.73,-.012554,7.9389,382,0
10001,11apr2008,.005081,1.74,-.000412,7.9389,382,0
10001,14apr2008,-.001569,1.74,-.006719,7.9389,382,0
10001,15apr2008,.009915,1.75,.008813,7.9389,382,0
10001,16apr2008,.008416,1.77,.013898,7.9389,382,0
10001,17apr2008,-.007527,1.76,.003726,7.9389,382,0
10001,18apr2008,.019885,1.79,.004839,7.9389,382,0
10001,21apr2008,-.002696,1.79,.009031,7.9389,382,0
10001,22apr2008,-.015577,1.76,-.00092,7.9389,382,0
10001,23apr2008,.003559,1.76,.005782,7.9389,382,0
10001,24apr2008,.007011,1.78,-.001302,7.9389,382,0
10001,25apr2008,.015073,1.8,.007162,7.9389,382,0
10001,28apr2008,.005787,1.81,.009628,7.9389,382,0
10001,29apr2008,-.013883,1.79,-.002817,7.9389,382,0
10001,30apr2008,-.027038,1.74,-.003838,7.9389,382,0
10001,01may2008,-.007764,1.73,.009259,7.9389,382,0
10001,02may2008,-.017785,1.7,-.021911,7.9389,382,0
10001,05may2008,-.001296,1.69,.014949,7.9389,382,0
10001,06may2008,-.015378,1.67,-.001283,7.9389,382,0
10001,07may2008,.009386,1.68,-.006236,7.9389,382,0
10001,08may2008,.00565,1.69,.008083,7.9389,382,0
10001,09may2008,.012533,1.71,.01938,7.9389,382,0
10001,12may2008,-.012119,1.69,.012423,7.9389,382,0
10001,13may2008,.020201,1.73,.028467,7.9389,382,0
10001,14may2008,.001205,1.73,-.009789,7.9389,382,0
10001,15may2008,.003839,1.74,.00556,7.9389,382,0
10001,16may2008,.000794,1.74,.013569,7.9389,382,0
10001,19may2008,-.012387,1.72,-.020649,7.9389,382,0
10001,20may2008,-.02565,1.67,-.02358,7.9389,382,0
10001,21may2008,-.008978,1.66,-.017414,7.9389,382,0
10001,22may2008,-.009931,1.64,-.004255,7.9389,382,0
10001,23may2008,-.012652,1.62,.007937,7.9389,382,0
10001,27may2008,-.016687,1.59,-.006488,7.9389,382,0
10001,28may2008,.011731,1.61,.015195,7.9389,382,0
10001,29may2008,.023809,1.65,.024522,7.9389,382,0
10001,30may2008,-.013253,1.63,.005441,7.9389,382,0
10001,02jun2008,.017639,1.66,.005877,7.9389,382,0
10001,03jun2008,.009533,1.67,-.001593,7.9389,382,0
10001,04jun2008,.016153,1.7,.006896,7.9389,382,0
10001,05jun2008,-.010769,1.68,-.003893,7.9389,382,0
10001,06jun2008,-.013917,1.66,.010361,7.9389,382,0
10001,09jun2008,.009341,1.67,.008076,7.9389,382,0
10001,10jun2008,-.018348,1.64,.010344,7.9389,382,0
10001,11jun2008,-.00098,1.64,-.001543,7.9389,382,0
10001,12jun2008,-.019493,1.61,-.003028,7.9389,382,0
10001,13jun2008,.003379,1.61,.000903,7.9389,382,0
10001,16jun2008,.010148,1.63,.005613,7.9389,382,0
10001,17jun2008,-.024759,1.59,-.020307,7.9389,382,0
10001,18jun2008,.003546,1.6,-.008482,7.9389,382,0
10001,19jun2008,-.010914,1.58,-.010258,7.9389,382,0
10001,20jun2008,-.000682,1.58,-.002079,7.9389,382,0
10001,23jun2008,-.000671,1.58,-.004664,7.9389,382,0
10001,24jun2008,-.013822,1.55,-.001525,7.9389,382,0
10001,25jun2008,-.033123,1.5,-.023594,7.9389,382,0
10001,26jun2008,.00438,1.51,.00147,7.9389,382,0
10001,27jun2008,-.014541,1.49,-.013207,7.9389,382,0
10001,30jun2008,.008255,1.5,-.004596,7.9389,382,0
10001,01jul2008,.015254,1.52,.012675,7.9389,382,0
10001,02jul2008,.004918,1.53,.002184,7.9389,382,0
10001,03jul2008,-.022939,1.5,-.004697,7.9389,382,0
10001,07jul2008,.022147,1.53,.01516,7.9389,382,0
10001,08jul2008,.001476,1.53,.013326,7.9389,382,0
10001,09jul2008,-.017547,1.5,-.011543,7.9389,382,0
10001,10jul2008,.022629,1.54,.014195,7.9389,382,0
10001,11jul2008,-.000578,1.54,.008664,7.9389,382,0
10001,14jul2008,-.00706,1.53,.003046,7.9389,382,0
10001,15jul2008,.020118,1.56,.022506,7.9389,382,0
10001,16jul2008,.009582,1.57,.004584,7.9389,382,0
10001,17jul2008,.000236,1.57,.009422,7.9389,382,0
10001,18jul2008,-.010857,1.55,-.00215,7.9389,382,0
10001,21jul2008,-.012922,1.53,.002353,7.9389,382,0
10001,22jul2008,.002277,1.54,-.009619,7.9389,382,0
10001,23jul2008,-.008535,1.53,-.016602,7.9389,382,0
10001,24jul2008,-.008433,1.51,-.000278,7.9389,382,0
10001,25jul2008,.019072,1.54,.010896,7.9389,382,0
10001,28jul2008,-.018893,1.51,-.021244,7.9389,382,0
10001,29jul2008,.029756,1.56,.017748,7.9389,382,0
10001,30jul2008,.009035,1.57,-.002272,7.9389,382,0
10001,31jul2008,.000079,1.57,.003875,7.9389,382,0
10001,01aug2008,.021717,1.61,.011537,7.9389,382,0
10001,04aug2008,-.002444,1.6,-.015292,7.9389,382,0
10001,05aug2008,-.01811,1.57,.007743,7.9389,382,0
10001,06aug2008,.000623,1.57,.008208,7.9389,382,0
10001,07aug2008,.004082,1.58,.000379,7.9389,382,0
10001,08aug2008,-.000245,1.58,.011724,7.9389,382,0
10001,11aug2008,.001654,1.58,.007498,7.9389,382,0
10001,12aug2008,.009775,1.6,.011528,7.9389,382,0
10001,13aug2008,-.016565,1.57,-.005841,7.9389,382,0
10001,14aug2008,-.000945,1.57,-.003542,7.9389,382,0
10001,15aug2008,.018296,1.6,-.005006,7.9389,382,0
10001,18aug2008,.025807,1.64,.009937,7.9389,382,0
10001,19aug2008,-.00289,1.63,.010872,7.9389,382,0
10001,20aug2008,.018807,1.67,.016382,7.9389,382,0
10001,21aug2008,-.001377,1.66,-.001885,7.9389,382,0
10001,22aug2008,.018437,1.69,.014628,7.9389,382,0
10001,25aug2008,-.017221,1.66,.002656,7.9389,382,0
10001,26aug2008,-.008353,1.65,.005611,7.9389,382,0
10001,27aug2008,.002801,1.66,-.00153,7.9389,382,0
10001,28aug2008,-.006337,1.65,.012064,7.9389,382,0
10001,29aug2008,-.010001,1.63,-.000351,7.9389,382,0
10001,02sep2008,-.015045,1.6,-.003217,7.9389,382,0
10001,03sep2008,-.020008,1.57,-.012472,7.9389,382,0
10001,04sep2008,-.0139,1.55,-.005321,7.9389,382,0
10001,05sep2008,-.010209,1.53,-.011545,7.9389,382,0
10001,08sep2008,.007013,1.55,.000587,7.9389,382,0
10001,09sep2008,.020852,1.58,.011756,7.9389,382,0
10001,10sep2008,.0295,1.62,.021029,7.9389,382,0
10001,11sep2008,-.001907,1.62,-.009148,7.9389,382,0
10001,12sep2008,.009227,1.64,.007197,7.9389,382,0
10001,15sep2008,.007619,1.65,.005653,7.9389,382,0
10001,16sep2008,-.010419,1.63,-.005875,7.9389,382,0
10001,17sep2008,.013583,1.65,.007106,7.9389,382,0
10001,18sep2008,.000961,1.65,.000538,7.9389,382,0
10001,19sep2008,-.003713,1.65,.003253,7.9389,382,0
10001,22sep2008,.01568,1.67,.007456,7.9389,382,0
10001,23sep2008,.00497,1.68,-.002589,7.9389,382,0
10001,24sep2008,-.025441,1.64,-.012177,7.9389,382,0
10001,25sep2008,.020953,1.67,-.001949,7.9389,382,0
10001,26sep2008,.010163,1.69,.000715,7.9389,382,0
10001,29sep2008,.002457,1.7,.005271,7.9389,382,0
10001,30sep2008,-.013317,1.67,-.018219,7.9389,382,0
10001,01oct2008,.006323,1.68,.01038,7.9389,382,0
10001,02oct2008,-.020828,1.65,-.006615,7.9389,382,0
10001,03oct2008,.01157,1.67,.009765,7.9389,382,0
10001,06oct2008,.003572,1.67,-.003037,7.9389,382,0
10001,07oct2008,.01355,1.7,.003048,7.9389,382,0
10001,08oct2008,.018563,1.73,.009772,7.9389,382,0
10001,09oct2008,-.018136,1.7,-.0139,7.9389,382,0
10001,10oct2008,.013459,1.72,.020386,7.9389,382,0
10001,13oct2008,.014047,1.74,.004972,7.9389,382,0
10001,14oct2008,-.008554,1.73,-.000537,7.9389,382,0
10001,15oct2008,-.006751,1.72,-.022155,7.9389,382,0
10001,16oct2008,.026313,1.76,.016584,7.9389,382,0
10001,17oct2008,-.003905,1.75,-.01175,7.9389,382,0
