permno,date,ret,prc,sprtrn,lag_LNMV,sic3,treated
10001,17395,-0.01208,151.88,0.004231,9.1499,581,1
10001,17398,-0.014142,149.73,0.007123,9.1499,581,1
10001,17399,0.006027,150.64,-0.010436,9.1499,581,1
10001,17400,0.028492,154.93,-0.002352,9.1499,581,1
10001,17401,0.021903,158.32,-0.008254,9.1499,581,1
10001,17402,-0.0157,155.84,0.004249,9.1499,581,1
10001,17405,0.022922,159.41,-0.005594,9.1499,581,1
10001,17406,0.023697,163.19,-0.007299,9.1499,581,1
10001,17407,-0.008939,161.73,0.00147,9.1499,581,1
10001,17408,0.011923,163.66,0.005877,9.1499,581,1
10001,17409,0.01758,166.53,-0.004709,9.1499,581,1
10001,17413,-0.012746,164.41,0.013696,9.1499,581,1
10001,17414,-0.010431,162.69,-0.019046,9.1499,581,1
10001,17415,-0.009539,161.14,-0.004322,9.1499,581,1
10001,17416,-0.011064,159.36,0.005995,9.1499,581,1
10001,17419,0.03338,164.68,0.00613,9.1499,581,1
10001,17420,0.02271,168.42,-0.002674,9.1499,581,1
10001,17421,-0.022705,164.6,-0.000667,9.1499,581,1
10001,17422,-0.017039,161.79,-0.011932,9.1499,581,1
10001,17423,-0.008431,160.43,-0.000532,9.1499,581,1
10001,17426,-0.009615,158.88,0.017336,9.1499,581,1
10001,17427,0.014972,161.26,0.003787,9.1499,581,1
10001,17428,0.005599,162.17,0.007098,9.1499,581,1
10001,17429,-0.004416,161.45,-0.000892,9.1499,581,1
10001,17430,-0.017652,158.6,-0.003212,9.1499,581,1
10001,17433,0.02426,162.45,-0.004836,9.1499,581,1
10001,17434,0.027801,166.96,0.001352,9.1499,581,1
10001,17435,0.018764,170.1,-0.003601,9.1499,581,1
10001,17436,-0.021088,166.51,-0.00171,9.1499,581,1
10001,17437,0.02946,171.41,0.009585,9.1499,581,1
10001,17440,-0.008216,170.01,0.008595,9.1499,581,1
10001,17441,0.001384,170.24,-0.006081,9.1499,581,1
10001,17442,-0.012066,168.19,-0.016417,9.1499,581,1
10001,17443,-0.001975,167.86,0.0031,9.1499,581,1
10001,17444,-0.019177,164.64,-0.00897,9.1499,581,1
10001,17447,0.009982,166.28,0.00965,9.1499,581,1
10001,17448,0.017043,169.11,-0.005257,9.1499,581,1
10001,17449,-0.002846,168.63,0.000559,9.1499,581,1
10001,17450,0.007647,169.92,0.017797,9.1499,581,1
10001,17451,-0.040686,163.01,-0.020205,9.1499,581,1
10001,17454,-0.001733,162.73,-0.008795,9.1499,581,1
10001,17455,-0.017322,159.91,0.016958,9.1499,581,1
10001,17456,-0.005986,158.95,-0.001499,9.1499,581,1
10001,17457,0.022754,162.57,0.00885,9.1499,581,1
10001,17458,-0.033949,157.05,-0.015079,9.1499,581,1
10001,17461,0.019099,160.05,0.01166,9.1499,581,1
10001,17462,-0.003238,159.53,0.007251,9.1499,581,1
10001,17463,0.008406,160.87,-0.002076,9.1499,581,1
10001,17464,-0.016574,158.2,0.009851,9.1499,581,1
10001,17465,-0.01079,156.5,0.012853,9.1499,581,1
10001,17468,0.005284,157.32,-0.008983,9.1499,581,1
10001,17469,0.015974,159.84,0.012213,9.1499,581,1
10001,17470,-0.006726,158.76,-0.003532,9.1499,581,1
10001,17471,0.035613,164.42,-0.014451,9.1499,581,1
10001,17472,-0.009827,162.8,0.000386,9.1499,581,1
10001,17475,0.019434,165.96,-0.005705,9.1499,581,1
10001,17476,-0.030129,160.96,0.001916,9.1499,581,1
10001,17477,-0.000662,160.86,0.008034,9.1499,581,1
10001,17478,-0.026067,156.66,-0.021436,9.1499,581,1
10001,17479,0.033983,161.99,0.002513,9.1499,581,1
10001,17482,-0.014898,159.58,0.000572,9.1499,581,1
10001,17483,-0.046615,152.14,0.01133,9.1499,581,1
10001,17484,-0.000592,152.05,0.003546,9.1499,581,1
10001,17485,0.003408,152.56,0.003343,9.1499,581,1
10001,17486,0.034636,157.85,-0.001256,9.1499,581,1
10001,17489,1.4e-05,157.85,-0.011213,9.1499,581,1
10001,17490,0.036281,163.58,-0.011998,9.1499,581,1
10001,17491,0.015578,166.13,-0.004956,9.1499,581,1
10001,17493,-0.017293,163.25,-0.008582,9.1499,581,1
10001,17496,0.01846,166.27,0.009202,9.1499,581,1
10001,17497,-0.004694,165.49,0.010111,9.1499,581,1
10001,17498,0.002338,165.87,0.002905,9.1499,581,1
10001,17499,-0.00019,165.84,0.011967,9.1499,581,1
10001,17500,-0.032393,160.47,-0.008925,9.1499,581,1
10001,17503,0.016907,163.18,0.021146,9.1499,581,1
10001,17504,0.007783,164.45,-0.004343,9.1499,581,1
10001,17505,-0.023844,160.53,0.008358,9.1499,581,1
10001,17506,0.036047,166.32,0.007975,9.1499,581,1
10001,17507,0.027414,170.88,0.024602,9.1499,581,1
10001,17510,-0.012795,168.69,0.000364,9.1499,581,1
10001,17511,-0.034999,162.79,-0.010359,9.1499,581,1
10001,17512,0.003862,163.42,0.021671,9.1499,581,1
10001,17513,0.003191,163.94,0.002018,9.1499,581,1
10001,17514,-0.010753,162.18,0.007968,9.1499,581,1
10001,17517,0.015324,164.66,0.00116,9.1499,581,1
10001,17518,0.023451,168.52,0.017655,9.1499,581,1
10001,17519,0.004235,169.24,-0.006802,9.1499,581,1
10001,17520,9.6e-05,169.25,-0.006383,9.1499,581,1
10001,17521,0.002494,169.67,-0.00326,9.1499,581,1
10001,17524,0.012064,171.72,0.006766,9.1499,581,1
10001,17526,-0.008258,170.3,0.007186,9.1499,581,1
10001,17527,-0.01757,167.31,-0.000954,9.1499,581,1
10001,17528,-0.032966,161.79,-0.004386,9.1499,581,1
10001,17531,-0.031924,156.63,-0.011529,9.1499,581,1
10001,17533,0.018374,159.51,0.012745,9.1499,581,1
10001,17534,-0.019899,156.33,-0.011226,9.1499,581,1
10001,17535,0.012427,158.28,0.002759,9.1499,581,1
10001,17538,-0.031272,153.33,0.008013,9.1499,581,1
10001,17539,0.033199,158.42,0.009531,9.1499,581,1
10001,17540,0.040107,164.77,0.017501,9.1499,581,1
10001,17541,0.019963,168.06,0.022978,9.1499,581,1
10001,17542,0.02533,172.32,-0.007053,9.1499,581,1
10001,17545,0.003996,173.01,0.005999,9.1499,581,1
10001,17546,-0.006542,171.87,-0.010885,9.1499,581,1
10001,17547,0.009388,173.49,-0.003062,9.1499,581,1
10001,17548,0.022317,177.36,-0.012951,9.1499,581,1
10001,17549,-0.036492,170.89,0.00451,9.1499,581,1
10001,17553,-0.008354,169.46,0.002632,9.1499,581,1
10001,17554,0.012183,171.52,0.003003,9.1499,581,1
10001,17555,-0.007866,170.17,-0.005608,9.1499,581,1
10001,17556,-0.011504,168.22,-0.01096,9.1499,581,1
10001,17559,-0.00168,167.93,0.003873,9.1499,581,1
10001,17560,-0.005549,167.0,-0.009935,9.1499,581,1
10001,17561,-0.01056,165.24,-0.01535,9.1499,581,1
10001,17562,-0.000231,165.2,-0.006867,9.1499,581,1
10001,17563,0.000836,165.34,0.00806,9.1499,581,1
10001,17566,0.003677,165.95,0.016169,9.1499,581,1
10001,17567,0.015614,168.54,-0.003249,9.1499,581,1
10001,17568,-0.003171,168.0,-0.014113,9.1499,581,1
10001,17569,-0.008506,166.57,-0.010865,9.1499,581,1
10001,17570,-0.020705,163.13,-0.016051,9.1499,581,1
10001,17573,-0.020073,159.85,-0.014851,9.1499,581,1
10001,17574,0.017988,162.73,0.018679,9.1499,581,1
10001,17575,0.014198,165.04,-0.019092,9.1499,581,1
10001,17576,-0.003197,164.51,0.001067,9.1499,581,1
10001,17577,-0.042014,157.6,-0.009846,9.1499,581,1
10001,17581,0.014682,159.91,-0.004603,9.1499,581,1
10001,17582,0.028882,164.53,0.014506,9.1499,581,1
10001,17583,0.057073,173.92,0.011433,9.1499,581,1
10001,17584,0.029395,179.03,0.014962,9.1499,581,1
10001,17587,0.008198,180.5,0.002352,9.1499,581,1
10001,17588,0.031914,186.26,0.023671,9.1499,581,1
10001,17589,0.002036,186.64,0.004026,9.1499,581,1
10001,17590,-0.007666,185.21,-0.004019,9.1499,581,1
10001,17591,0.022047,189.29,-0.005949,9.1499,581,1
10001,17594,0.00541,190.32,0.005153,9.1499,581,1
10001,17595,-0.015775,187.31,-0.001828,9.1499,581,1
10001,17596,0.000908,187.48,-0.001375,9.1499,581,1
10001,17597,-0.020894,183.57,-0.019724,9.1499,581,1
10001,17598,0.003896,184.28,0.005275,9.1499,581,1
10001,17601,0.021476,188.24,0.012013,9.1499,581,1
10001,17602,0.023318,192.63,0.024144,9.1499,581,1
10001,17603,-0.002003,192.24,-0.010788,9.1499,581,1
10001,17604,-0.002715,191.72,-0.003569,9.1499,581,1
10001,17605,-0.016058,188.64,0.001322,9.1499,581,1
10001,17608,0.027382,193.81,0.011077,9.1499,581,1
10001,17609,-0.017414,190.43,-0.001294,9.1499,581,1
10001,17610,0.048545,199.68,0.010994,9.1499,581,1
10001,17611,0.001666,200.01,0.007555,9.1499,581,1
10001,17615,-0.006899,198.63,0.009431,9.1499,581,1
10001,17616,-0.001088,198.41,-0.002022,9.1499,581,1
10001,17617,-0.014011,195.63,-0.012557,9.1499,581,1
10001,17618,0.001623,195.95,-0.000176,9.1499,581,1
10001,17619,-0.001583,195.64,0.008131,9.1499,581,1
10001,17622,-0.007635,194.15,0.016941,9.1499,581,1
10001,17623,0.001114,194.36,0.008949,9.1499,581,1
10001,17624,-0.013724,191.7,0.021181,9.1499,581,1
10001,17625,-0.00149,191.41,0.006379,9.1499,581,1
10001,17626,0.00864,193.06,0.016808,9.1499,581,1
10001,17629,0.002851,193.61,-0.007888,9.1499,581,1
10001,17630,0.008262,195.21,-0.004955,9.1499,581,1
10001,17631,-0.014751,192.33,-0.006073,9.1499,581,1
10001,17632,-0.004111,191.54,-0.006531,9.1499,581,1
10001,17633,-0.004699,190.64,-0.001397,9.1499,581,1
10001,17636,-0.016284,187.54,0.00649,9.1499,581,1
10001,17637,-0.00366,186.85,0.005032,9.1499,581,1
10001,17638,0.007187,188.2,0.003515,9.1499,581,1
10001,17639,0.015421,191.1,0.003769,9.1499,581,1
10001,17640,-0.041566,183.16,-0.014162,9.1499,581,1
10001,17643,-0.010906,181.16,-0.004133,9.1499,581,1
10001,17644,0.002511,181.61,-0.012593,9.1499,581,1
10001,17645,-0.003102,181.05,0.011557,9.1499,581,1
10001,17646,0.00512,181.98,0.020079,9.1499,581,1
10001,17647,0.018489,185.34,-0.011721,9.1499,581,1
10001,17650,0.003642,186.02,-0.003923,9.1499,581,1
10001,17651,-0.000423,185.94,-0.005455,9.1499,581,1
10001,17652,-0.000774,185.79,0.008488,9.1499,581,1
10001,17653,0.023708,190.2,0.009426,9.1499,581,1
10001,17654,-0.004858,189.27,-0.024352,9.1499,581,1
10001,17657,-0.0221,185.09,-0.012003,9.1499,581,1
10001,17658,0.015964,188.05,0.00401,9.1499,581,1
10001,17659,-0.029799,182.44,-0.007639,9.1499,581,1
10001,17660,-0.005282,181.48,-0.003683,9.1499,581,1
10001,17661,-0.001315,181.24,0.010441,9.1499,581,1
10001,17664,-0.010098,179.41,-0.003814,9.1499,581,1
10001,17665,-0.011428,177.36,-0.007081,9.1499,581,1
10001,17666,8.2e-05,177.37,0.01398,9.1499,581,1
10001,17667,-0.039596,170.35,-0.010474,9.1499,581,1
10001,17668,0.020855,173.9,0.019738,9.1499,581,1
10001,17671,-0.00384,173.24,0.011333,9.1499,581,1
10001,17672,-0.008941,171.69,0.002098,9.1499,581,1
10001,17673,-0.008469,170.23,-0.006921,9.1499,581,1
10001,17674,0.010252,171.98,0.000581,9.1499,581,1
10001,17675,0.01585,174.7,0.014633,9.1499,581,1
10001,17679,-0.03565,168.48,-0.021786,9.1499,581,1
10001,17680,-0.012329,166.4,0.011046,9.1499,581,1
10001,17681,-0.028372,161.68,-0.0135,9.1499,581,1
10001,17682,0.003837,162.3,-0.011956,9.1499,581,1
10001,17685,-0.013967,160.03,-0.005465,9.1499,581,1
10001,17686,-0.005542,159.14,-0.002478,9.1499,581,1
10001,17687,0.021908,162.63,0.009281,9.1499,581,1
10001,17688,0.003525,163.2,-0.008194,9.1499,581,1
10001,17689,0.005338,164.07,-3.6e-05,9.1499,581,1
10001,17692,0.010449,165.79,0.011721,9.1499,581,1
10001,17693,-0.011369,163.9,0.003237,9.1499,581,1
10001,17694,-0.014673,161.5,-0.009947,9.1499,581,1
10001,17695,0.002326,161.87,0.005343,9.1499,581,1
10001,17696,-0.001676,161.6,0.019418,9.1499,581,1
10001,17699,0.020478,164.91,0.004262,9.1499,581,1
10001,17700,-0.0259,160.64,0.00135,9.1499,581,1
10001,17701,-0.000161,160.62,0.00697,9.1499,581,1
10001,17702,-0.017401,157.82,0.002493,9.1499,581,1
10001,17703,-0.005236,156.99,0.008578,9.1499,581,1
10001,17706,0.002691,157.42,0.004913,9.1499,581,1
10001,17707,-0.011903,155.54,-0.008487,9.1499,581,1
10001,17708,-0.01537,153.15,-0.006783,9.1499,581,1
10001,17709,-0.036721,147.53,0.00601,9.1499,581,1
10001,17710,-0.006401,146.58,0.013339,9.1499,581,1
10001,17713,-0.002774,146.18,0.00982,9.1499,581,1
10001,17714,-0.021715,143.0,-0.005676,9.1499,581,1
10001,17715,0.014352,145.06,-0.001427,9.1499,581,1
10001,17716,0.014735,147.19,0.01421,9.1499,581,1
10001,17720,-0.017773,144.58,-0.015039,9.1499,581,1
10001,17721,0.004078,145.17,0.009918,9.1499,581,1
10001,17722,-0.011499,143.5,-0.003003,9.1499,581,1
10001,17723,-0.029065,139.33,-0.01194,9.1499,581,1
10001,17724,0.01479,141.39,0.013727,9.1499,581,1
10001,17727,-0.027268,137.53,0.004842,9.1499,581,1
10001,17728,-0.016281,135.29,0.011928,9.1499,581,1
10001,17729,0.033236,139.79,0.001483,9.1499,581,1
10001,17730,0.011838,141.44,0.013067,9.1499,581,1
10001,17731,0.030623,145.78,0.007282,9.1499,581,1
10001,17734,0.001646,146.02,-0.003092,9.1499,581,1
10001,17735,0.011882,147.75,0.008716,9.1499,581,1
10001,17736,-0.006569,146.78,-0.012084,9.1499,581,1
10001,17737,0.004577,147.45,-0.002087,9.1499,581,1
10001,17738,-0.006466,146.5,0.00178,9.1499,581,1
10001,17741,0.042824,152.77,0.014011,9.1499,581,1
10001,17742,-0.031167,148.01,0.002924,9.1499,581,1
10001,17743,0.004781,148.72,-0.006826,9.1499,581,1
10001,17744,-0.009659,147.28,-0.006969,9.1499,581,1
10001,17745,-0.014723,145.11,0.011701,9.1499,581,1
10001,17748,-0.027108,141.18,-0.020353,9.1499,581,1
10001,17749,0.006238,142.06,0.002021,9.1499,581,1
10001,17750,0.008082,143.21,0.00339,9.1499,581,1
10001,17751,-0.008738,141.96,0.002144,9.1499,581,1
10001,17752,-0.029092,137.83,-0.005786,9.1499,581,1
10001,17755,0.003218,138.27,-0.003308,9.1499,581,1
10001,17756,0.001374,138.46,0.002282,9.1499,581,1
10001,17757,0.018084,140.96,0.000128,9.1499,581,1
10001,17758,0.000352,141.01,-0.012947,9.1499,581,1
10001,17759,-0.017116,138.6,-0.033746,9.1499,581,1
10001,17762,-0.00381,138.07,-0.00133,9.1499,581,1
10001,17763,-0.026443,134.42,-0.006997,9.1499,581,1
10001,17764,0.018258,136.88,0.012303,9.1499,581,1
10001,17765,-0.030182,132.74,-0.018144,9.1499,581,1
10001,17766,0.02154,135.6,0.009922,9.1499,581,1
10001,17769,-0.007448,134.59,0.017125,9.1499,581,1
10001,17770,0.008331,135.72,-0.003259,9.1499,581,1
10001,17771,-0.000192,135.69,0.000524,9.1499,581,1
10001,17772,-0.013858,133.81,-0.001065,9.1499,581,1
10001,17773,-0.005071,133.13,0.018178,9.1499,581,1
10001,17777,-0.033481,128.67,-0.009416,9.1499,581,1
10001,17778,-9.7e-05,128.66,-0.009396,9.1499,581,1
10001,17779,-0.001533,128.46,-0.00385,9.1499,581,1
10001,17780,-0.012081,126.91,-0.010255,9.1499,581,1
10001,17783,0.024402,130.01,0.007449,9.1499,581,1
10001,17784,0.006485,130.85,-0.025029,9.1499,581,1
10001,17785,-0.032171,126.64,-0.00641,9.1499,581,1
10001,17786,0.02645,129.99,0.014652,9.1499,581,1
10001,17787,-0.009555,128.75,-0.024784,9.1499,581,1
10001,17790,-0.013634,126.99,-0.005277,9.1499,581,1
10001,17791,0.014909,128.89,-0.012534,9.1499,581,1
10001,17792,0.003858,129.38,0.00152,9.1499,581,1
10001,17793,0.011995,130.94,-0.008521,9.1499,581,1
10001,17794,-0.015514,128.91,0.01875,9.1499,581,1
10001,17797,0.013524,130.65,-0.002449,9.1499,581,1
10001,17798,0.008806,131.8,0.008221,9.1499,581,1
10001,17799,0.008583,132.93,-0.011064,9.1499,581,1
10001,17800,0.015162,134.95,0.013502,9.1499,581,1
10001,17801,0.015875,137.09,0.000707,9.1499,581,1
10001,17804,-0.016812,134.78,-0.001936,9.1499,581,1
10001,17805,-0.007527,133.77,0.001897,9.1499,581,1
10001,17806,0.024911,137.1,0.009796,9.1499,581,1
10001,17807,0.018929,139.7,-0.008926,9.1499,581,1
10001,17808,-0.008457,138.51,-0.016651,9.1499,581,1
10001,17811,-0.001572,138.3,-0.009691,9.1499,581,1
10001,17812,-0.013895,136.38,-0.012512,9.1499,581,1
10001,17813,0.021469,139.3,0.019727,9.1499,581,1
10001,17814,0.014184,141.28,-0.004441,9.1499,581,1
10001,17815,-0.002385,140.94,-0.010413,9.1499,581,1
10001,17818,-0.005177,140.21,0.005025,9.1499,581,1
10001,17819,0.010026,141.62,0.013911,9.1499,581,1
10001,17820,0.011849,143.3,0.002536,9.1499,581,1
10001,17821,0.003914,143.86,-0.014425,9.1499,581,1
10001,17822,0.006562,144.8,-0.010603,9.1499,581,1
10001,17825,0.00712,145.83,-0.014684,9.1499,581,1
10001,17826,0.029669,150.16,0.01087,9.1499,581,1
10001,17827,0.003507,150.69,0.007108,9.1499,581,1
10001,17828,-0.007346,149.58,-0.003002,9.1499,581,1
10001,17829,0.0296,154.01,0.0107,9.1499,581,1
10001,17832,0.010375,155.6,0.007211,9.1499,581,1
10001,17833,-0.011176,153.87,-0.01352,9.1499,581,1
10001,17834,-0.021453,150.56,-0.015826,9.1499,581,1
10001,17835,-0.001565,150.33,-0.003963,9.1499,581,1
10001,17836,-0.006851,149.3,-0.008259,9.1499,581,1
10001,17839,0.025172,153.06,0.020782,9.1499,581,1
10002,17174,0.021916,33.25,0.004606,9.6923,367,1
10002,17175,-0.008094,32.98,-0.003841,9.6923,367,1
10002,17176,0.006459,33.2,0.002905,9.6923,367,1
